Final_taxon	Label	Total_ASVs	LNHKK35-LP	LNHKK35-LP-COI.LN.Blk1	LNHKK35-LP-COI.LN.Blk2	LNHKK42-LP	LNHKK42-LP-COI.LN.Blk1	LNHKK42-LP-COI.LN.Blk2	LNHKK43-LP-COI.LN.Blk1	LNHKK43-LP-COI.LN.Blk2	LNHKK45-LP	LNHKK45-LP-COI.LN.Blk1	LNHKK45-LP-COI.LN.Blk2	LNHKK47-LP	LNHKK47-LP-COI.LN.Blk2	LNHKK51-LP	LNHKK51-LP-COI.LN.Blk1	LNHKK51-LP-COI.LN.Blk2	LNHKK53-AC-COI.LN.Blk1	LNKWC07-AC	LNKWC07-AC-COI.LN.Blk1	LNKWC07-AC-COI.LN.Blk2	LNKWC08-AC	LNKWC08-AC-COI.LN.Blk1	LNKWC08-AC-COI.LN.Blk2	LNKWC09-AC-COI.LN.Blk1	LNKWC10-AC	LNKWC10-AC-COI.LN.Blk1	LNKWC10-AC-COI.LN.Blk2	LNKWC12-AC	LNKWC12-AC-COI.LN.Blk1	LNKWC12-AC-COI.LN.Blk2	LNKWC13-AC	LNKWC13-AC-COI.LN.Blk1	LNKWC13-AC-COI.LN.Blk2	LNKWC15-AC	LNKWC15-AC-COI.LN.Blk1	LNKWC15-AC-COI.LN.Blk2	LNKWC16-AC	LNKWC16-AC-COI.LN.Blk1	LNKWC16-AC-COI.LN.Blk2	LNKWC17-LP	LNKWC17-LP-COI.LN.Blk1	LNKWC17-LP-COI.LN.Blk2	LNKWC18-LP	LNKWC18-LP-COI.LN.Blk1	LNKWC18-LP-COI.LN.Blk2	LNKWC19-LP	LNKWC19-LP-COI.LN.Blk1	LNKWC19-LP-COI.LN.Blk2	LNKWC20-LP-COI.LN.Blk1	LNKWC21-NA-COI.LN.Blk1	LNKWC22-LP	LNKWC22-LP-COI.LN.Blk2	LNMAW16-AC	LNMAW16-AC-COI.LN.Blk2	LNMAW17-AC-COI.LN.Blk1	LNMAW17-AC-COI.LN.Blk2	LNTYE10-LL	LNTYE10-LL-COI.LN.Blk1	LNTYE10-LL-COI.LN.Blk2	LNTYE11-LL	LNTYE11-LL-COI.LN.Blk1	LNTYE11-LL-COI.LN.Blk2	LNTYE12-LL	LNTYE12-LL-COI.LN.Blk1	LNTYE12-LL-COI.LN.Blk2	LNTYE13-LL	LNTYE13-LL-COI.LN.Blk1	LNTYE13-LL-COI.LN.Blk2	LNTYE14-LL	LNTYE14-LL-COI.LN.Blk1	LNTYE14-LL-COI.LN.Blk2	LNTYE15-LL	LNTYE15-LL-COI.LN.Blk1	LNTYE15-LL-COI.LN.Blk2	LNTYE16-LL	LNTYE16-LL-COI.LN.Blk1	LNTYE16-LL-COI.LN.Blk2	LNTYE17-LP	LNTYE17-LP-COI.LN.Blk1	LNTYE17-LP-COI.LN.Blk2	LNTYE18-LL	LNTYE18-LL-COI.LN.Blk1	LNTYE18-LL-COI.LN.Blk2	LNTYE19-LL	LNTYE19-LL-COI.LN.Blk1	LNTYE19-LL-COI.LN.Blk2	LNTYE20-LL	LNTYE20-LL-COI.LN.Blk1	LNTYE20-LL-COI.LN.Blk2	LNTYE21-LL	LNTYE21-LL-COI.LN.Blk1	LNTYE21-LL-COI.LN.Blk2	LNTYE22-LL-COI.LN.Blk2	LNTYE23-LL	LNTYE23-LL-COI.LN.Blk1	LNTYE23-LL-COI.LN.Blk2	LNTYE24-LL	LNTYE24-LL-COI.LN.Blk1	LNTYE24-LL-COI.LN.Blk2	LNTYE26-LP	LNTYE26-LP-COI.LN.Blk1	LNTYE26-LP-COI.LN.Blk2	Total_read
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Dorylus	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Dorylus;s__laevigatus	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	46	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Monomorium;s__pharaonis	Prey - Insect	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	5	0	0	0	0	0	1029
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Oecophylla	Prey - Insect	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	381	0	196	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Oecophylla;s__smaragdina	Prey - Insect	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	92	33	20	120	30	16	142	34	11	44	20	13	48	21	101	127	85	86439	118	35990	69733	7	6	0	0	0	0	0	0	0	0	0	0	0	19	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193311
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Pheidole	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Polyrhachis;s__tibialis	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Tapinoma	Prey - Insect	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4782	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4841
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Tapinoma;s__melanocephalum	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Tetramorium	Prey - Insect	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	91	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Tetramorium;s__pacificum	Prey - Insect	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2587	4995	1839	0	0	0	0	4	0	6	3	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9445
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Formicidae;g__Trichomyrmex;s__destructor	Prey - Insect	3	0	0	0	0	0	0	0	0	0	312	0	0	0	12	2	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404
p__Arthropoda;c__Insecta;o__Hymenoptera;f__Tenthredinidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
p__Arthropoda;c__Insecta;o__Lepidoptera	Prey - Insect	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	127	59	0	0	0	0	2	0	0	0	0	539	157	0	0	3	0	575	0	275	0	0	0	0	379	0	0	0	0	43	28	89	0	0	0	0	0	0	0	0	0	0	2319
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Bombycidae;g__Trilocha	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Cosmopterigidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae	Prey - Insect	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	13	4	0	4	0	42	35	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	282
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Hypertrocta	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Hypocala	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__Hypocala;s__toana	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	60	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae	Prey - Insect	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	54
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Amblychia	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Geometridae;g__Amblychia;s__angeronaria	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	53	0	7	0	3	17	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Hesperiidae;g__Pithauria;s__stramineipennis	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lycaenidae;g__Celastrina;s__lavendularis	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	60
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae;g__Athetis	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae;g__Charaxes	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	249
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio;s__helenus	Prey - Insect	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	12	0	0	6	0	0	9	0	0	5	0	0	6	0	283	3	0	0	3	148	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio;s__memnon	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Papilionidae;g__Papilio;s__nephelus	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	18	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__Phereoeca;s__sp.	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
p__Arthropoda;c__Insecta;o__Megaloptera;f__Corydalidae;g__Neoneuromus	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	40	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
p__Arthropoda;c__Insecta;o__Neuroptera;f__Myrmeleontidae;g__Myrmeleon;s__sp.	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
p__Arthropoda;c__Insecta;o__Odonata	Prey - Insect	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	10	4	0	14	3	0	0	0	0	0	0	0	0	0	0	0	47	0	0	56	0	0	0	84	5	0	0	0	0	2276	1280	17	0	2	0	0	0	0	0	4	0	24	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3841
p__Arthropoda;c__Insecta;o__Odonata;f__Aeshnidae;g__Asiagomphus	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Arthropoda;c__Insecta;o__Odonata;f__Aeshnidae;g__Periaeschna	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
p__Arthropoda;c__Insecta;o__Odonata;f__Gomphidae;g__Burmagomphus	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Arthropoda;c__Insecta;o__Odonata;f__Gomphidae;g__Burmagomphus;s__williamsoni	Prey - Insect	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
p__Arthropoda;c__Insecta;o__Odonata;f__Macromiidae	Prey - Insect	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	27
p__Arthropoda;c__Insecta;o__Odonata;f__Macromiidae;g__Macromia	Prey - Insect	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
p__Arthropoda;c__Insecta;o__Orthoptera;f__Acrididae;g__Pseudoxya;s__diminuta	Prey - Insect	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	56	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149
p__Arthropoda;c__Insecta;o__Orthoptera;f__Gryllotalpidae	Prey - Insect	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
p__Arthropoda;c__Insecta;o__Orthoptera;f__Tetrigidae	Prey - Insect	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	22
